time,displacement,velocity,force
5.34900000000009,0.000941863714545243,0.00247522069648619,-3.79856365877042
5.35200000000009,0.000949239427822704,0.00244155269729547,-4.05671362024429
5.35500000000009,0.0009565108334305,0.00240568746550465,-4.31121281331301
5.35800000000009,0.000963671387594472,0.00236765727740124,-4.56183220588067
5.36100000000009,0.000970714646299276,0.00232749635758728,-4.80834625740993
5.36400000000009,0.000977634271087565,0.00228524084817954,-5.05053312189327
5.36700000000009,0.00098442403476417,0.00224092877628406,-5.28817484749945
5.37000000000009,0.000991077827000156,0.0021946000197743,-5.52105757271544
5.37300000000009,0.000997589659831706,0.00214629627140376,-5.74897171880733
5.37600000000009,0.00100395367304889,0.00209606100128528,-5.97171217842707
5.37900000000009,0.00101016413946943,0.00204393941777095,-6.18907850019522
5.38200000000009,0.00101621547009284,0.00198997842676756,-6.40087506909364
5.38500000000009,0.00102210221913007,0.00193422658952449,-6.60691128250588
5.38800000000009,0.00102781908890442,0.00187673407893189,-6.80700172174657
5.39100000000009,0.00103336093461903,0.00181755263436839,-7.00096631892581
5.39400000000009,0.00103872276898689,0.00175673551513923,-7.18863051899803
5.39700000000009,0.00104389976671907,0.00169433745254644,-7.36982543684984
5.40000000000009,0.00104888726886711,0.00163041460063436,-7.54438800928517
5.40300000000009,0.00105368078701579,0.00156502448565481,-7.71216114177116
5.40600000000009,0.00105827600732241,0.00149822595429733,-7.87299384981262
5.40900000000009,0.00106266879439892,0.00143007912073113,-8.02674139482791
5.41200000000009,0.00106685519503352,0.00136064531250643,-8.17326541440389
5.41500000000009,0.0010708314417483,0.00128998701536375,-8.31243404681275
5.41800000000009,0.00107459395618966,0.00121816781700099,-8.44412204967862
5.42100000000009,0.00107813935234863,0.0011452523498488,-8.56821091268734
5.42400000000009,0.00108146443960804,0.00107130623290575,-8.68458896423767
5.42700000000009,0.00108456622561386,0.000996396012685656,-8.79315147193823
5.43000000000009,0.00108744191896812,0.000920589103330201,-8.89380073685958
5.43300000000009,0.00109008893174095,0.000843953725940776,-8.98644618145665
5.43600000000009,0.00109250488179961,0.000766558847184081,-9.07100443108242
5.4390000000001,0.00109468759495216,0.000688474117226787,-9.14739938901948
5.4420000000001,0.00109663510690416,0.000609769807055082,-9.21556230496194
5.4450000000001,0.00109834566502638,0.000530516745235528,-9.27543183688606
5.4480000000001,0.00109981772993201,0.000450786254174137,-9.32695410625393
5.4510000000001,0.00110104997686207,0.000370650085931009,-9.37008274650051
5.4540000000001,0.00110204129687755,0.000290180357648333,-9.40477894476045
5.4570000000001,0.0011027907978574,0.000209449486649817,-9.43101147679698
5.4600000000001,0.00110329780530141,0.000128530125269991,-9.44875673510169
5.4630000000001,0.00110356186293713,4.74950954720069e-05,-9.45799875013962
5.4660000000001,0.00110358273313059,-3.35826766872134e-05,-9.45872920472083
5.4690000000001,0.00110336039710007,-0.000114630226685505,-9.45094744148526
5.4720000000001,0.00110289505493306,-0.000195574617198605,-9.43466046349435
5.4750000000001,0.00110218712540613,-0.000276343003738824,-9.40988292792873
5.4780000000001,0.00110123724560815,-0.000356862700210166,-9.37663713289773
5.4810000000001,0.00110004627036686,-0.000437061244320907,-9.33495299737266
5.4840000000001,0.00109861527147966,-0.000516866462794772,-9.28486803426165
5.4870000000001,0.00109694553674899,-0.000596206536322005,-9.22642731665067
5.4900000000001,0.00109503856882348,-0.000675010064191906,-9.15968343724071
5.4930000000001,0.00109289608384558,-0.000753206128548649,-9.08469646101796
5.4960000000001,0.00109052000990721,-0.000830724358212564,-9.00153387119933
5.4990000000001,0.00108791248531459,-0.000907494992009452,-8.91027050850214
5.5020000000001,0.0010850758566639,-0.00098344894155093,-8.81098850379254
5.5050000000001,0.00108201267672952,-0.00105851785340932,-8.7037772041732
5.5080000000001,0.00107872570216666,-0.00113263417063111,-8.58873309257705
5.5110000000001,0.00107521789103062,-0.00120573119353369,-8.46595970093908
5.5140000000001,0.00107149240011471,-0.00127774313973049,-8.33556751702459
5.5170000000001,0.00106755258210933,-0.00134860520333077,-8.19767388499772
5.5200000000001,0.0010634019825848,-0.00141825361326049,-8.05240289981956
5.5230000000001,0.00105904433680059,-0.00148662569065201,-7.89988529557106
5.5260000000001,0.00105448356634381,-0.00155365990525081,-7.74025832780125
5.5290000000001,0.00104972377560009,-0.00161929593078858,-7.57366565000641
5.5320000000001,0.00104476924805985,-0.00168347469927279,-7.40025718435172
5.5350000000001,0.00103962444246351,-0.0017461384541439,-7.22018898675135
